id,provincia,cantmiem,cantping,reldep,ingtoth,ingpch,gastot,gastotpc,gc_01,gc_02,gc_03,gc_04,gc_05,gc_06,gc_07,gc_08,gc_09,gc_10,gc_11,gc_12
570253496,2,1,1,1.0,49100.0,49100.0,27182.44,27182.44,3762.77,1428.9,1200.0,8981.07,0.0,800.0,2294.9,4150.0,2140.0,0.0,2424.8,0.0
666215320,2,2,2,1.0,40458.5,20229.25,22880.2474,11440.1237,4867.9592,0.0,2278.0,1056.4,1565.2,2505.1202,2345.86,1450.0,1837.678,0.0,2426.65,2547.38
662448925,2,1,1,1.0,30499.6666666667,30499.6666666667,43591.358,43591.358,4702.0769,0.0,3850.0,1513.585,8438.692,3917.5595,6570.626,1055.81,8769.39,39.6,1515.5,3218.5186
858641418,2,4,2,2.0,127666.666666667,31916.6666666667,138676.02,34669.005,8928.46,0.0,8870.0,14050.0,15862.15,8700.0,30508.95,2635.0,16291.0,19500.0,6113.96,7216.5
340221795,2,1,1,1.0,16589.3333333333,16589.3333333333,28364.6442,28364.6442,8712.5662,281.45,500.0,1293.5,2178.595,5548.5,1583.52,2520.0,2500.0,0.0,1859.25,1387.263
51984842,2,1,1,1.0,37174.6666666667,37174.6666666667,30080.6976,30080.6976,3903.495,623.3468,0.0,1891.935,12089.2391,300.0,296.605,2450.0,3920.0,0.0,3489.98,1116.0967
669149000,2,4,2,2.0,147750.0,36937.5,98138.987,24534.74675,2026.44,0.0,0.0,5045.5,17450.0,9960.0,17501.207,2850.0,11330.0,21000.0,8615.44,2360.4
634645676,2,2,1,2.0,39333.3333333333,19666.6666666667,35460.196,17730.098,6902.02,155.88,4800.0,1210.0,974.18,6778.04,2698.36,1620.0,1526.1,0.0,2446.45,6349.166
113437117,2,2,1,2.0,21166.6666666667,10583.3333333333,28367.8696,14183.9348,5728.59,0.0,1600.0,1387.0,0.0,3650.19,6305.56,1606.0,1910.0,0.0,5421.16,759.3696
814738244,2,3,3,1.0,28996.5,9665.5,31288.22,10429.4066666667,3117.6,4663.41,6250.0,856.5,1000.0,1946.4,961.26,1873.0,4720.0,0.0,2100.05,3800.0
914291563,2,2,2,1.0,103625.0,51812.5,65736.97,32868.485,3871.02,0.0,0.0,1342.5,6662.0,3300.0,28497.7,2700.0,3749.85,0.0,13949.6,1664.3
83446495,2,3,3,1.0,113416.666666667,37805.5555555556,59090.9015,19696.9671666667,13169.5651,3351.3334,650.0,1604.0,2856.7705,600.0,15119.795,2575.0,5866.6,1000.0,9297.1,3000.7375
47753883,2,3,2,1.5,74386.6666666667,24795.5555555556,66415.84,22138.6133333333,9374.45,0.0,7050.0,13042.0,9511.64,0.0,4457.79,1840.0,8214.1,0.0,6975.63,5950.23
73367038,2,1,1,1.0,13437.5,13437.5,8749.2137,8749.2137,4409.2823,0.0,2180.0,961.0,146.2674,702.94,98.724,251.0,0.0,0.0,0.0,0.0
207650424,2,2,2,1.0,237054.166666667,118527.083333333,71268.2844,35634.1422,9384.6688,0.0,1500.0,9889.5,7904.3132,4335.1094,24811.99,2161.45,4126.55,0.0,5109.4,2045.303
309180648,2,1,1,1.0,48344.3333333333,48344.3333333333,61031.6093,61031.6093,2973.844,259.8,5700.0,7885.3575,4336.42,5816.0,7717.01,1857.0,9808.0,3000.0,6971.3,4706.8778
668774430,2,4,2,2.0,32857.5,8214.375,16150.0184,4037.5046,5967.0864,2719.24,600.0,1071.89,1010.162,480.63,1060.85,961.24,1758.75,0.0,0.0,520.17
360040301,2,3,2,1.5,56433.3333333333,18811.1111111111,42673.4449,14224.4816333333,6467.9808,0.0,2700.0,12681.0,4884.4711,3022.6741,2400.0,3425.0,4115.0,0.0,1212.4,1764.9189
335833838,2,1,1,1.0,11350.0,11350.0,16790.17,16790.17,3927.31,0.0,1095.0,1167.5,1505.88,400.0,1433.23,2340.0,916.0,0.0,3139.25,866.0
241147010,2,1,1,1.0,42216.6666666667,42216.6666666667,23657.4,23657.4,0.0,0.0,0.0,2264.0,20000.0,0.0,0.0,325.0,804.0,0.0,0.0,264.4
596018948,2,1,1,1.0,43666.6666666667,43666.6666666667,44670.592,44670.592,2957.39,0.0,5150.0,6364.5,2804.0,2240.0,11859.56,1350.0,4740.0,450.0,5116.8,1638.342
876456008,2,1,1,1.0,17296.0,17296.0,41571.5473,41571.5473,6922.8473,0.0,6050.0,8648.0,2906.61,6620.25,1835.92,1588.8,5210.83,0.0,1039.2,749.09
176200168,2,2,2,1.0,35833.3333333333,17916.6666666667,26904.26,13452.13,4594.13,541.25,1000.0,2380.5,168.0,6698.59,6699.35,1989.0,1220.0,0.0,1147.45,465.99
511101685,2,3,2,1.5,29833.3333333333,9944.44444444445,19199.555,6399.85166666667,2113.04,0.0,3640.0,7053.0,167.35,1080.0,1779.165,2222.0,995.0,0.0,0.0,150.0
88522386,2,2,2,1.0,35950.0,17975.0,54249.4578,27124.7289,13836.3418,3031.0,4790.0,13388.34,5055.9852,9052.34,1320.65,1350.0,810.0,0.0,0.0,1614.8008
596572033,2,1,1,1.0,45083.3333333333,45083.3333333333,72144.3334,72144.3334,5317.1534,0.0,0.0,4104.98,4311.76,4644.0,14274.0,5740.0,6460.0,224.0,25333.64,1734.8
760871712,2,1,1,1.0,41193.3333333333,41193.3333333333,27533.736,27533.736,1320.65,0.0,4500.0,8061.0,0.0,4386.0,1856.704,1820.0,4800.0,0.0,0.0,789.382
826510724,2,1,1,1.0,18733.3333333333,18733.3333333333,20750.482,20750.482,1603.8753,0.0,4800.0,5480.37,618.8967,2400.0,381.04,300.0,972.0,1768.0,2076.3,350.0
945965825,2,1,1,1.0,47483.3333333333,47483.3333333333,32928.4084,32928.4084,5495.1597,2004.79,640.0,4372.0,213.8587,12574.3,2626.2,1400.0,2000.0,0.0,1472.2,129.9
904177685,2,1,1,1.0,40400.0,40400.0,37237.067,37237.067,5490.007,692.8,800.0,4938.0,5351.55,3438.77,3273.0,1550.0,2550.0,0.0,6278.5,2874.44
93465260,2,2,2,1.0,15600.0,7800.0,7263.1425,3631.57125,5869.315,0.0,0.0,950.0,0.0,128.0,115.8275,0.0,0.0,0.0,0.0,200.0
354077008,2,3,2,1.5,43333.3333333333,14444.4444444444,20386.77,6795.59,3286.47,866.0,1000.0,5782.0,381.76,0.0,500.0,950.0,3378.0,200.0,1645.4,2397.14
19332863,2,5,2,2.5,36517.6666666667,7303.53333333333,19444.6814,3888.93628,4883.7637,0.0,2600.0,5570.0,652.8774,0.0,1948.5,1300.0,1209.3325,0.0,0.0,1280.2078
381568727,2,4,2,2.0,81292.8333333333,20323.2083333333,40089.7709,10022.442725,5291.1301,0.0,0.0,2320.0,597.9394,3047.021,13780.04,3735.0,8342.8967,0.0,779.4,2196.3437
301115684,2,6,3,2.0,39333.3333333333,6555.55555555556,41480.7375,6913.45625,7066.56,238.15,8500.0,1950.0,822.7,0.0,4865.8375,5415.0,6495.0,1920.0,2662.95,1544.54
50343158,2,5,4,1.25,33730.0,6746.0,23713.0923,4742.61846,9461.3531,0.0,2800.0,2560.0,324.75,1280.0,1201.575,1750.0,2440.0,0.0,1021.88,873.5342
833757672,2,9,6,1.5,75135.0,8348.33333333333,24165.48,2685.05333333333,11673.68,6040.35,0.0,2620.0,560.0,0.0,541.25,720.0,1200.0,0.0,0.0,810.2
413934013,2,3,3,1.0,49833.3333333333,16611.1111111111,31965.876,10655.292,8214.876,2680.27,0.0,2980.0,4996.53,0.0,5606.235,2265.0,585.0,0.0,2501.874,2136.091
115189128,2,6,1,6.0,31666.6666666667,5277.77777777778,40008.2769,6668.04615,9985.9326,0.0,1800.0,3372.69,128.0,6200.0,1597.77,4070.0,8718.35,0.0,2489.75,1645.7843
428486639,2,4,1,4.0,47333.3333333333,11833.3333333333,54720.578,13680.1445,11921.6591,0.0,2200.0,11613.0,6088.4839,4075.5643,4330.0,1892.5,3957.5,1472.0,2338.2,4831.6707
218072792,2,2,1,2.0,80300.3333333333,40150.1666666667,47622.390562,23811.195281,1293.7174,2814.5,0.0,2891.065,265.8187,14264.49,52.826,713.52,1218.5,0.0,3225.85,20882.103462
359169757,2,3,3,1.0,61433.3333333333,20477.7777777778,41979.58,13993.1933333333,4663.41,1818.6,2200.0,12480.0,188.91,0.0,1844.58,3525.0,8435.0,0.0,6018.7,805.38
400629689,2,4,3,1.33,24738.6666666667,6184.66666666667,23135.715,5783.92875,7729.05,476.3,2110.0,655.0,1590.0,960.0,1322.815,1350.0,2260.0,0.0,2987.7,1694.85
553906631,2,3,3,1.0,30066.6666666667,10022.2222222222,49912.25,16637.4166666667,6845.73,433.0,10900.0,5376.0,1700.0,0.0,4613.0,5000.0,11700.0,0.0,1169.1,2175.42
705062224,2,3,3,1.0,55716.6666666667,18572.2222222222,38857.315,12952.4383333333,8514.945,433.0,0.0,15495.0,194.85,3680.0,840.02,1950.0,2070.0,0.0,4979.5,700.0
392496662,2,1,1,1.0,23333.8333333333,23333.8333333333,28480.0613,28480.0613,5625.1463,0.0,0.0,7260.0,2277.54,1425.16,370.215,740.0,5009.2,0.0,887.65,4885.15
301081174,2,2,1,2.0,25190.0033333333,12595.0016666667,19272.675,9636.3375,2359.85,0.0,1200.0,3887.125,180.0,960.0,2191.84,2001.06,2145.0,3438.0,659.8,250.0
453177206,2,5,1,5.0,22465.0,4493.0,33514.2625,6702.8525,1550.14,866.0,150.0,9628.09,0.0,7619.19,1248.1225,1497.1,607.1,4320.0,1558.8,4469.72
563315443,2,3,1,3.0,27917.8333333333,9305.94444444444,39842.983,13280.9943333333,8901.181,2712.745,2650.0,1365.3,1140.0,736.1,4573.227,660.0,7699.94,1800.0,7124.49,480.0
936312122,2,2,2,1.0,23636.5,11818.25,13840.7765,6920.38825,2201.805,337.74,0.0,8575.03,192.0,449.2375,72.744,235.08,1200.0,0.0,0.0,577.14
755148826,2,6,3,2.0,22000.0,3666.66666666667,33168.975,5528.1625,12544.01,0.0,0.0,11679.165,255.47,480.0,1177.76,1810.0,2778.4,0.0,1944.17,500.0
293755870,2,2,2,1.0,50560.5,25280.25,46281.899,23140.9495,16146.137,1515.5,3500.0,12400.0,1010.452,1500.0,1013.22,1800.0,2900.0,0.0,3031.0,1465.59
872410346,2,1,1,1.0,5583.33333333333,5583.33333333333,35219.627,35219.627,5033.192,1169.1,4000.0,3210.0,1000.0,0.0,3899.905,1382.5,2887.5,1200.0,8848.55,2588.88
611080895,2,3,2,1.5,25017.8333333333,8339.27777777778,38580.1,12860.0333333333,12708.55,1039.2,2400.0,1939.0,360.0,0.0,2106.61,1260.0,4620.0,8600.0,2814.5,732.24
937417564,2,2,2,1.0,67120.8333333333,33560.4166666667,57111.506736,28555.753368,6404.5463,2966.05,0.0,3546.115,1410.0,0.0,14605.686,1378.395,17373.835,1700.0,5542.4,2184.479436
138074078,2,2,2,1.0,36273.3333333333,18136.6666666667,14476.7131,7238.35655,4254.5281,0.0,1100.0,1039.085,0.0,5076.0,1173.86,1355.0115,478.2285,0.0,0.0,0.0
557046720,2,1,1,1.0,8266.66666666667,8266.66666666667,6675.1372,6675.1372,4595.6022,147.22,0.0,991.485,0.0,0.0,86.6,704.23,150.0,0.0,0.0,0.0
841595250,2,4,3,1.33,36384.0,9096.0,27622.9666,6905.74165,7607.81,0.0,1500.0,8846.085,820.8,0.0,4647.0016,2361.0,1669.2,0.0,0.0,171.07
532655023,2,1,1,1.0,20000.0,20000.0,11827.9092,11827.9092,1840.25,0.0,0.0,679.95,619.5797,2800.0,1785.9475,1320.0,1299.0,0.0,0.0,1483.182
273507137,2,1,1,1.0,23833.3333333333,23833.3333333333,5926.18,5926.18,848.68,0.0,1350.0,1778.0,0.0,0.0,649.5,1300.0,0.0,0.0,0.0,0.0
366412696,2,3,3,1.0,49616.6666666667,16538.8888888889,17943.525,5981.175,2030.77,0.0,480.0,11022.995,0.0,0.0,1299.0,500.0,1000.0,0.0,1385.6,225.16
446717539,2,1,1,1.0,57590.0,57590.0,32886.01,32886.01,3234.51,1948.5,0.0,12390.125,0.0,1240.0,4043.025,647.5,4316.4,0.0,2795.02,2270.93
491579929,2,4,2,2.0,134886.0,33721.5,115624.9204,28906.2301,8320.2249,0.0,160.0,5667.34,6620.95,1492.7675,13695.475,2174.0,4369.4,53853.0,15622.9,3648.863
963833231,2,5,3,1.67,19116.6666666667,3823.33333333333,10408.9863,2081.79726,4413.9154,0.0,500.0,764.65,392.0334,0.0,1471.1175,1369.3,285.57,0.0,736.1,476.3
725582453,2,1,1,1.0,22256.6666666667,22256.6666666667,34278.185,34278.185,13899.3,0.0,7260.0,8743.67,1856.0,352.0,803.215,1164.0,0.0,0.0,0.0,200.0
847347227,2,5,4,1.25,384296.666666667,76859.3333333333,216168.5935,43233.7187,24952.2745,1732.0,7150.0,12588.98,18198.9156,995.9,60990.3124,10328.0,49055.1,15140.0,9157.95,5879.161
45486561,2,4,2,2.0,91073.1666666667,22768.2916666667,49549.4931,12387.373275,13121.199,1212.4,2700.0,4562.97,528.1734,10832.0,5079.09,3170.0,2919.3,0.0,3810.4,1613.9607
430644678,2,3,1,3.0,28560.95,9520.31666666667,56153.88,18717.96,3814.73,0.0,0.0,10500.0,2000.0,7288.0,1103.31,2100.0,2450.0,19120.0,3940.3,3837.54
489123927,2,1,1,1.0,7233.33333333333,7233.33333333333,4784.9,4784.9,1991.8,0.0,0.0,1350.0,246.81,0.0,56.29,890.0,0.0,0.0,0.0,250.0
437983223,2,1,1,1.0,37283.3333333333,37283.3333333333,4098.72,4098.72,2052.42,0.0,0.0,1570.0,238.15,238.15,0.0,0.0,0.0,0.0,0.0,0.0
935286892,2,3,3,1.0,29120.0,9706.66666666667,43466.06,14488.6866666667,3537.61,2944.4,800.0,15600.0,196.0,0.0,2468.1,1800.0,300.0,0.0,15219.95,600.0
519283408,2,3,1,3.0,22020.0,7340.0,34153.3242,11384.4414,7400.6628,207.84,3050.0,12363.01,1997.1687,0.0,864.0,1380.0,960.0,0.0,2251.6,3679.0427
706935894,2,1,1,1.0,8675.16666666667,8675.16666666667,8398.0956,8398.0956,4597.7672,0.0,0.0,1679.225,419.9667,0.0,168.87,680.76,400.0,0.0,0.0,451.5067
843327363,2,5,3,1.67,12300.0,2460.0,12694.06,2538.812,4000.92,0.0,1100.0,5531.0,8.0,55.0,493.62,930.0,100.0,0.0,216.5,259.02
439688037,2,1,1,1.0,27683.3333333333,27683.3333333333,47600.09,47600.09,1342.3,0.0,5700.0,7045.5,16838.44,5008.0,1246.2,1638.0,2924.0,0.0,3485.65,2372.0
520056696,2,1,1,1.0,16166.6666666667,16166.6666666667,17722.782,17722.782,1766.64,0.0,0.0,3250.0,392.51,300.0,502.28,1230.0,1150.0,8640.0,0.0,491.352
74866702,2,2,2,1.0,83100.0,41550.0,50330.7555,25165.37775,2370.0255,0.0,600.0,18390.04,35.0,3615.0,5812.99,2330.0,2538.6,0.0,4176.5,10462.6
16067621,2,3,3,1.0,23401.6666666667,7800.55555555556,36643.9491,12214.6497,11229.0323,957.4496,528.0,4992.91,691.501,4700.0,5557.988,1117.97,2750.0,0.0,1212.4,2906.6982
743220675,2,3,2,1.5,54639.0,18213.0,48557.98,16185.9933333333,7906.58,0.0,4650.0,11640.0,2143.35,5395.9,7979.15,2540.0,3600.0,1400.0,0.0,1303.0
607521725,2,4,2,2.0,36577.5,9144.375,33826.267,8456.56675,5485.677,1580.45,1970.0,5766.51,0.0,0.0,1000.23,3788.1,4621.0,2330.65,6083.65,1200.0
347596032,2,2,2,1.0,42500.0,21250.0,68859.3475,34429.67375,9853.9975,5698.28,4210.0,13960.0,1180.64,2820.2,1519.83,8926.0,4150.0,5000.0,7988.85,3551.55
16727813,2,2,2,1.0,57500.0,28750.0,49666.32,24833.16,904.97,0.0,0.0,12300.0,336.0,0.0,8346.55,1600.0,2800.0,17480.0,4373.3,1525.5
973934422,2,2,2,1.0,29783.3333333333,14891.6666666667,48716.8784,24358.4392,7910.6502,0.0,3200.0,12700.0,816.0,0.0,4483.625,1500.0,1200.0,8920.0,5477.45,2509.1532
794313571,2,1,1,1.0,7331.16666666667,7331.16666666667,5204.8079,5204.8079,2046.5312,519.5567,500.0,0.0,72.0,0.0,199.18,620.0,1147.54,0.0,0.0,100.0
508307741,2,3,2,1.5,49522.0,16507.3333333333,55677.63,18559.21,5724.26,0.0,8980.0,10000.0,1059.23,0.0,6123.55,2600.0,10730.0,1776.0,6083.65,2600.94
699516876,2,1,1,1.0,17583.3333333333,17583.3333333333,15893.175,15893.175,2606.66,0.0,0.0,6007.0,285.4,0.0,595.375,217.44,3493.0,0.0,2208.3,480.0
641660800,2,1,1,1.0,16722.0,16722.0,24329.435,24329.435,5797.87,0.0,8000.0,5757.145,851.55,0.0,1108.48,667.44,350.0,0.0,1796.95,0.0
130161556,2,1,1,1.0,16916.6666666667,16916.6666666667,11256.6725,11256.6725,904.97,0.0,0.0,5795.0,377.0,0.0,633.2625,217.44,1450.0,0.0,1299.0,580.0
223163978,2,1,1,1.0,101136.0,101136.0,62716.926,62716.926,8369.89,3329.77,1060.0,8104.0,3209.25,0.0,18795.08,2587.5,10568.1,0.0,2359.85,4333.486
231539339,2,1,1,1.0,29183.3333333333,29183.3333333333,17039.202,17039.202,2018.646,0.0,0.0,3497.0,0.0,2056.1871,558.15,1217.0,2088.0,0.0,3853.7,1750.5189
932159148,2,1,1,1.0,40933.3333333333,40933.3333333333,44834.117,44834.117,2362.015,779.4,1700.0,15320.0,429.39,2846.4,8505.3,1800.0,3757.8,0.0,6519.3,814.512
917069208,2,2,2,1.0,73303.3333333333,36651.6666666667,62674.3451,31337.17255,14214.1776,2598.0,1050.0,18928.0,716.0,4585.78,10890.2075,1350.0,1850.0,0.0,5477.45,1014.73
130784728,2,3,2,1.5,78833.3333333333,26277.7777777778,22832.4129,7610.8043,2550.9329,0.0,3200.0,3160.0,560.0,407.02,3428.88,2070.0,2016.0,0.0,4550.2,889.38
991777525,2,2,2,1.0,55333.3333333333,27666.6666666667,21498.664,10749.332,7013.734,86.6,1600.0,2077.97,398.36,6419.6,549.91,950.0,1250.0,0.0,0.0,1152.49
73085861,2,4,4,1.0,67466.6666666667,16866.6666666667,21270.88,5317.72,8413.19,0.0,1000.0,4217.24,210.0,0.0,4108.65,1028.0,762.0,0.0,1125.8,406.0
878380498,2,1,1,1.0,9750.0,9750.0,6446.8841,6446.8841,4021.5741,848.68,0.0,690.0,50.0,0.0,155.88,0.0,364.25,0.0,216.5,100.0
261801264,2,1,1,1.0,7983.33333333333,7983.33333333333,5421.6923,5421.6923,1254.9206,0.0,0.0,1198.0,298.77,1619.42,45.465,380.0,0.0,0.0,0.0,625.1167
698713420,2,4,2,2.0,14666.6666666667,3666.66666666667,17455.915,4363.97875,6005.71,0.0,0.0,7000.0,468.22,0.0,1729.835,0.0,1386.15,0.0,866.0,0.0
156928706,2,3,3,1.0,38068.0,12689.3333333333,34718.2598,11572.7532666667,8679.7448,0.0,0.0,9883.695,2379.5,6551.8,1229.72,1270.0,0.0,0.0,3723.8,1000.0
951699118,2,3,2,1.5,37966.6666666667,12655.5555555556,33473.9255,11157.9751666667,10980.2305,1355.29,3600.0,554.0,2966.05,692.8,1816.435,1880.0,3796.61,0.0,3247.5,2585.01
185703672,2,2,1,2.0,9833.33333333333,4916.66666666667,11365.59,5682.795,1708.185,0.0,0.0,8135.5,99.0,0.0,556.405,250.0,400.0,0.0,0.0,216.5
457264093,2,1,1,1.0,8302.83333333333,8302.83333333333,7570.995,7570.995,2013.45,0.0,2600.0,507.515,151.55,194.85,259.8,787.9,282.0,0.0,0.0,773.93
68449818,2,1,1,1.0,18000.0,18000.0,12288.34,12288.34,1043.53,0.0,1550.0,1350.0,2650.0,342.07,381.04,1300.0,1550.0,0.0,2121.7,0.0
339905410,2,1,1,1.0,12000.0,12000.0,6670.2596,6670.2596,2554.2237,1566.4208,0.0,0.0,680.4699,0.0,598.6225,880.0,0.0,0.0,277.12,113.4027
236484149,2,1,1,1.0,50143.8333333333,50143.8333333333,35716.2944,35716.2944,3464.6495,1255.7,11500.0,3116.7,3038.2582,150.0,2629.9,1507.77,1202.69,450.0,6397.22,1003.4067
403241362,2,1,1,1.0,8800.0,8800.0,9262.1583,9262.1583,1955.0383,0.0,250.0,800.0,0.0,4777.12,0.0,680.0,700.0,0.0,0.0,100.0
911777180,2,6,4,1.5,124913.833333333,20818.9722222222,123506.00457,20584.334095,10360.6941,519.6,21550.0,8091.7,1892.075,6362.0,33527.556,8941.605,13272.665,6996.0,9985.99,2006.11947
756540845,2,2,1,2.0,23709.6666666667,11854.8333333333,42338.592,21169.296,14823.322,692.8,1600.0,3578.5,2777.68,5684.83,883.32,1063.0,3739.1,4200.0,2316.55,979.49
986643883,2,2,1,2.0,16405.0,8202.5,16196.5675,8098.28375,1536.0675,129.9,300.0,8148.36,2664.0,450.0,142.89,1053.9,494.1,0.0,649.5,627.85
795661068,2,1,1,1.0,16050.0,16050.0,10978.353,10978.353,3399.483,0.0,265.0,3328.0,186.27,0.0,0.0,802.6,2717.0,0.0,0.0,280.0
499761520,2,3,2,1.5,34436.0,11478.6666666667,23136.158,7712.05266666667,6335.656,0.0,1300.0,3398.5,40.0,0.0,1707.752,3124.0,3390.4,480.0,2186.65,1173.2
516489333,2,2,1,2.0,14966.6666666667,7483.33333333333,23421.8985,11710.94925,4689.39,0.0,3680.0,572.88,2028.4,5043.0,119.075,1140.0,2494.85,0.0,2398.6035,1255.7
937570672,2,2,2,1.0,48000.0,24000.0,36443.095,18221.5475,4468.56,1299.0,2100.0,4359.97,2573.2,3900.0,7379.785,1719.5,3535.0,0.0,3637.2,1470.88
24797076,2,3,3,1.0,31061.0,10353.6666666667,25252.353,8417.451,3816.9816,0.0,800.0,9070.0,128.0,1630.0,3120.73,1350.6,1304.4,0.0,2264.59,1767.0514
267616909,2,3,2,1.5,29466.6666666667,9822.22222222222,32644.8726,10881.6242,8188.3764,0.0,200.0,11053.32,923.2426,1299.0,2255.93,942.685,1790.0,320.0,2273.25,3399.0686
594165609,2,2,2,1.0,41333.3333333333,20666.6666666667,24526.03,12263.015,9305.17,0.0,0.0,750.0,484.96,1645.4,11994.1,0.0,0.0,0.0,0.0,346.4
667778530,2,4,2,2.0,60166.6666666667,15041.6666666667,56440.639,14110.15975,3506.9103,0.0,0.0,10900.0,1240.8267,0.0,17442.5,1904.5,3925.5,7140.0,8302.13,2078.272
397778465,2,3,1,3.0,57166.6666666667,19055.5555555556,78561.5819,26187.1939666667,20822.6669,0.0,7000.0,7060.0,1688.7,5700.0,11512.815,1782.0,9854.0,8460.0,692.8,3988.6
710016201,2,1,1,1.0,47000.0,47000.0,16363.0909,16363.0909,913.63,0.0,1200.0,2140.0,291.2,6000.0,466.2609,1125.0,3875.0,0.0,352.0,0.0
570368905,2,2,1,2.0,29305.0,14652.5,52056.6506,26028.3253,7624.4372,0.0,2490.0,4995.065,9139.16,19769.73,1335.96,1647.63,1358.69,0.0,2801.51,894.4684
259665874,2,1,1,1.0,10333.3333333333,10333.3333333333,24177.2276,24177.2276,5833.8956,320.42,450.0,4325.0,1444.7071,2700.0,803.27,600.0,2650.0,0.0,2866.46,2183.4749
269082325,2,5,2,2.5,71500.0,14300.0,77178.11,15435.622,1567.46,0.0,2290.0,7616.0,14144.0,5875.0,14360.35,1954.0,1897.0,22120.0,4113.5,1240.8
416594580,2,4,3,1.33,164695.0,41173.75,125856.959822,31464.2399555,27848.2651,6974.1145,5949.0,7196.405,14172.0112,3168.0,6083.6625,4867.185,18922.445,10998.0,15679.49,3998.381522
734801180,2,2,2,1.0,26000.0,13000.0,33547.9602,16773.9801,6217.6202,0.0,300.0,12900.0,0.0,7280.0,1013.22,2450.0,2630.0,0.0,277.12,480.0
454785997,2,4,2,2.0,12166.6666666667,3041.66666666667,32255.43,8063.8575,8478.14,0.0,0.0,8765.0,1545.81,550.0,1414.27,1022.5,3082.5,0.0,303.1,7094.11
97997714,2,4,2,2.0,39150.0,9787.5,19758.97,4939.7425,8824.54,1255.7,0.0,1800.0,0.0,0.0,277.12,600.0,874.66,0.0,6126.95,0.0
912050090,2,1,1,1.0,19983.3333333333,19983.3333333333,25089.0479,25089.0479,3202.1649,0.0,400.0,7808.0,2537.08,3100.0,208.0,1570.0,650.0,0.0,3165.23,2448.573
791596107,2,1,1,1.0,22666.6666666667,22666.6666666667,21087.8367,21087.8367,6802.3867,186.19,0.0,1238.0,686.85,7928.31,168.87,1327.0,1100.0,0.0,0.0,1650.23
166447532,2,2,2,1.0,16833.3333333333,8416.66666666667,30980.98,15490.49,1714.68,1437.56,1200.0,14568.0,320.0,606.2,1942.49,3440.0,1920.0,0.0,3658.85,173.2
879161791,2,1,1,1.0,19116.6666666667,19116.6666666667,11308.87,11308.87,3935.97,259.8,1870.0,1698.8,1251.15,0.0,64.95,243.0,60.0,0.0,1732.0,193.2
251955501,2,3,2,1.5,59166.6666666667,19722.2222222222,34267.29,11422.43,5057.44,0.0,6400.0,9862.5,1746.5,0.0,878.2,1260.0,3456.0,1000.0,3052.65,1554.0
28080257,2,3,2,1.5,88558.3333333333,29519.4444444444,69489.985,23163.3283333333,259.8,0.0,280.0,1065.0,13200.0,6000.0,8526.425,2300.0,1376.0,3780.0,5412.5,27290.26
363029731,2,2,2,1.0,52581.6666666667,26290.8333333333,38848.6935,19424.34675,3530.6387,0.0,2820.0,2274.54,498.4,6982.5391,2159.7607,3728.0,8021.28,1200.0,4568.15,3065.385
78224713,2,1,1,1.0,4509.0,4509.0,9714.1275,9714.1275,1866.23,0.0,0.0,3366.885,0.0,0.0,698.2125,902.5,2415.0,0.0,0.0,465.3
15509869,2,3,2,1.5,27833.3333333333,9277.77777777778,45536.5545,15178.8515,10222.697,0.0,0.0,14491.145,4160.0,8543.5625,3117.6,2270.0,2731.55,0.0,0.0,0.0
173724833,2,1,1,1.0,27625.0,27625.0,28102.1335,28102.1335,2025.8338,0.0,2200.0,7170.0,112.0,476.3,5648.9896,1350.0,4090.0,0.0,3765.0,1264.0101
31548948,2,2,2,1.0,39377.8333333333,19688.9166666667,36430.9855,18215.49275,9457.8458,0.0,2700.0,3719.38,1859.367,4000.0,779.4,3363.0,1394.0,0.0,7421.62,1736.3727
784621102,6,4,2,2.0,51233.6666666667,12808.4166666667,28246.251,7061.56275,6845.73,476.3,2570.0,1740.0,536.5,0.0,5195.307,433.0,7590.0,0.0,2078.4,781.014
776912671,6,1,1,1.0,10195.0,10195.0,3708.513,3708.513,796.72,0.0,250.0,161.0,327.92,0.0,1061.283,1012.0,0.0,0.0,0.0,99.59
707267591,6,5,4,1.25,64100.0,12820.0,23744.1481,4748.82962,6083.1304,1151.78,3590.0,1405.0,566.4,1018.0,3049.412,1380.0,1060.0,600.0,2598.0,1242.4257
64868597,6,2,2,1.0,14200.0,7100.0,7946.3,3973.15,3912.155,0.0,780.0,1010.0,297.53,670.0,545.58,0.0,560.0,0.0,0.0,171.035
578591378,6,3,2,1.5,20750.0,6916.66666666667,20148.618,6716.206,7149.263,1472.2,1060.0,414.305,2570.32,0.0,1255.7,1362.6,2312.0,0.0,1732.0,820.23
525412084,6,5,5,1.0,55509.0,11101.8,57482.254,11496.4508,27179.41,2628.31,0.0,1432.0,2285.57,1070.0,6235.88,2918.24,5434.764,0.0,4867.14,3430.94
86162085,6,1,1,1.0,9661.66666666667,9661.66666666667,16383.4653,16383.4653,8715.8137,0.0,0.0,2799.0,600.1616,320.0,912.0,400.0,2090.0,0.0,0.0,546.49
233573404,6,3,1,3.0,27833.3333333333,9277.77777777778,30688.795,10229.5983333333,5481.78,866.0,0.0,660.0,532.59,2143.35,13316.915,2870.4,408.0,1500.0,2165.0,744.76
